avg_temperature_2m_24h,avg_relative_humidity_2m_24h,avg_dew_point_2m_24h,avg_apparent_temperature_24h,avg_temperature_80m_24h,avg_temperature_120m_24h,avg_wind_speed_10m_24h,avg_wind_speed_80m_24h,avg_visibility_24h,total_rain_24h,total_showers_24h,total_snowfall_24h,avg_temperature_2m_daylight,avg_relative_humidity_2m_daylight,avg_dew_point_2m_daylight,avg_apparent_temperature_daylight,avg_temperature_80m_daylight,avg_temperature_120m_daylight,avg_wind_speed_10m_daylight,avg_wind_speed_80m_daylight,avg_visibility_daylight,total_rain_daylight,total_showers_daylight,total_snowfall_daylight,wind_speed_10m_m_per_s,wind_speed_80m_m_per_s,temperature_2m_celsius,apparent_temperature_celsius,temperature_80m_celsius,temperature_120m_celsius,soil_temperature_0cm_celsius,soil_temperature_6cm_celsius,rain_mm,showers_mm,snowfall_mm,daylight_hours,sunset_iso,sunrise_iso
10.11111111111111,38.285714285714285,-3.5158730158730163,6.476190476190476,9.944444444444443,9.603174603174605,1.954888888888872,5.225285714285669,24140.0005896,0.0,0.0,0.0,9.166666666666666,42.0,-3.111111111111112,5.611111111111112,8.777777777777777,8.333333333333334,1.9034444444444283,4.887222222222181,24140.0005896,0.0,0.0,0.0,1.594777777777764,4.887222222222181,11.722222222222221,8.444444444444446,11.833333333333332,11.666666666666666,10.777777777777779,12.111111111111109,0.0,0.0,0.0,16.20611111111111,2025-05-16T14:30:35Z,2025-05-15T22:18:13Z
10.11111111111111,38.285714285714285,-3.5158730158730163,6.476190476190476,9.944444444444443,9.603174603174605,1.954888888888872,5.225285714285669,24140.0005896,0.0,0.0,0.0,9.166666666666666,42.0,-3.111111111111112,5.611111111111112,8.777777777777777,8.333333333333334,1.9034444444444283,4.887222222222181,24140.0005896,0.0,0.0,0.0,2.160666666666648,5.813222222222173,10.777777777777779,6.888888888888888,10.666666666666668,10.333333333333334,10.277777777777779,11.444444444444445,0.0,0.0,0.0,16.26388888888889,2025-05-17T14:32:21Z,2025-05-16T22:16:31Z
10.11111111111111,38.285714285714285,-3.5158730158730163,6.476190476190476,9.944444444444443,9.603174603174605,1.954888888888872,5.225285714285669,24140.0005896,0.0,0.0,0.0,9.166666666666666,42.0,-3.111111111111112,5.611111111111112,8.777777777777777,8.333333333333334,1.9034444444444283,4.887222222222181,24140.0005896,0.0,0.0,0.0,2.109222222222204,5.195888888888844,10.388888888888891,6.611111111111111,10.166666666666664,9.833333333333336,9.777777777777779,11.11111111111111,0.0,0.0,0.0,16.320833333333333,2025-05-18T14:34:06Z,2025-05-17T22:14:51Z
10.11111111111111,38.285714285714285,-3.5158730158730163,6.476190476190476,9.944444444444443,9.603174603174605,1.954888888888872,5.225285714285669,24140.0005896,0.0,0.0,0.0,9.166666666666666,42.0,-3.111111111111112,5.611111111111112,8.777777777777777,8.333333333333334,1.9034444444444283,4.887222222222181,24140.0005896,0.0,0.0,0.0,1.954888888888872,5.504555555555508,9.777777777777779,6.111111111111111,9.666666666666666,9.444444444444445,9.333333333333332,10.666666666666668,0.0,0.0,0.0,16.376666666666665,2025-05-19T14:35:49Z,2025-05-18T22:13:13Z
10.11111111111111,38.285714285714285,-3.5158730158730163,6.476190476190476,9.944444444444443,9.603174603174605,1.954888888888872,5.225285714285669,24140.0005896,0.0,0.0,0.0,9.166666666666666,42.0,-3.111111111111112,5.611111111111112,8.777777777777777,8.333333333333334,1.9034444444444283,4.887222222222181,24140.0005896,0.0,0.0,0.0,1.954888888888872,4.990111111111068,9.611111111111109,5.944444444444446,9.333333333333332,8.944444444444445,9.277777777777779,10.388888888888891,0.0,0.0,0.0,16.43138888888889,2025-05-20T14:37:31Z,2025-05-19T22:11:38Z
10.11111111111111,38.285714285714285,-3.5158730158730163,6.476190476190476,9.944444444444443,9.603174603174605,1.954888888888872,5.225285714285669,24140.0005896,0.0,0.0,0.0,9.166666666666666,42.0,-3.111111111111112,5.611111111111112,8.777777777777777,8.333333333333334,1.9034444444444283,4.887222222222181,24140.0005896,0.0,0.0,0.0,2.006333333333316,5.298777777777733,9.333333333333332,5.7222222222222205,9.166666666666666,8.666666666666666,9.166666666666666,10.166666666666664,0.0,0.0,0.0,16.485,2025-05-21T14:39:11Z,2025-05-20T22:10:05Z
10.11111111111111,38.285714285714285,-3.5158730158730163,6.476190476190476,9.944444444444443,9.603174603174605,1.954888888888872,5.225285714285669,24140.0005896,0.0,0.0,0.0,9.166666666666666,42.0,-3.111111111111112,5.611111111111112,8.777777777777777,8.333333333333334,1.9034444444444283,4.887222222222181,24140.0005896,0.0,0.0,0.0,1.9034444444444283,4.887222222222181,9.166666666666666,5.611111111111112,8.777777777777777,8.333333333333334,9.11111111111111,9.944444444444445,0.0,0.0,0.0,16.537222222222223,2025-05-22T14:40:49Z,2025-05-21T22:08:35Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.160666666666648,4.887222222222181,9.38888888888889,5.944444444444446,8.777777777777777,8.277777777777779,9.944444444444445,10.0,0.0,0.0,0.0,16.588333333333335,2025-05-23T14:42:26Z,2025-05-22T22:07:08Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.623666666666644,5.1444444444444,10.0,6.222222222222224,8.944444444444445,8.333333333333334,10.833333333333334,10.277777777777779,0.0,0.0,0.0,16.637777777777778,2025-05-24T14:44:00Z,2025-05-23T22:05:44Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.623666666666644,5.453111111111064,9.722222222222221,6.166666666666668,8.666666666666666,8.055555555555555,10.055555555555555,10.444444444444443,0.3048,0.0,0.0,16.685833333333335,2025-05-25T14:45:32Z,2025-05-24T22:04:23Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.9323333333333084,5.864666666666617,8.722222222222223,5.444444444444443,7.666666666666665,6.944444444444445,9.666666666666666,10.222222222222221,1.6001999999999998,0.2032,0.0,16.732222222222223,2025-05-26T14:47:01Z,2025-05-25T22:03:05Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.4693333333333123,4.784333333333293,8.88888888888889,5.944444444444446,7.666666666666665,6.944444444444445,10.333333333333334,10.277777777777779,0.1016,0.2032,0.0,16.776944444444446,2025-05-27T14:48:27Z,2025-05-26T22:01:50Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.675111111111088,5.0929999999999565,8.277777777777779,5.333333333333334,7.166666666666667,6.4444444444444455,9.277777777777779,10.111111111111112,1.1938,0.2032,0.0,16.82027777777778,2025-05-28T14:49:52Z,2025-05-27T22:00:39Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.9323333333333084,5.40166666666662,6.7777777777777795,3.7777777777777763,5.444444444444443,4.833333333333335,8.38888888888889,8.88888888888889,2.9972,0.2032,0.0,16.86277777777778,2025-05-29T14:51:16Z,2025-05-28T21:59:30Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.9323333333333084,5.298777777777733,7.277777777777778,4.388888888888888,5.833333333333333,5.166666666666665,9.055555555555554,8.944444444444445,1.8033999999999997,0.4064,0.0,16.90361111111111,2025-05-30T14:52:38Z,2025-05-29T21:58:25Z
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,3.395333333333304,6.018999999999948,8.166666666666668,5.1111111111111125,6.4444444444444455,5.777777777777777,11.38888888888889,9.277777777777779,0.2032,0.0,0.0,,,
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,3.8068888888888566,6.584888888888833,9.277777777777779,6.166666666666668,7.555555555555555,6.833333333333332,12.055555555555557,10.277777777777779,0.0,0.0,0.0,,,
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,3.909777777777744,6.68777777777772,10.555555555555555,7.5,8.555555555555555,7.833333333333333,13.833333333333334,11.222222222222223,0.0,0.0,0.0,,,
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,3.138111111111084,5.350222222222176,11.444444444444445,9.000000000000002,9.666666666666666,8.944444444444445,13.777777777777777,11.944444444444445,0.0,0.0,0.0,,,
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.726555555555532,4.578555555555517,11.944444444444445,9.777777777777779,10.444444444444443,9.777777777777779,13.277777777777779,12.277777777777779,0.0,0.0,0.0,,,
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.4178888888888683,4.424222222222184,11.722222222222221,9.777777777777779,10.555555555555555,9.833333333333336,11.833333333333332,11.944444444444445,0.0,0.0,0.0,,,
8.835648148148149,76.79166666666667,4.712962962962963,6.435185185185186,8.469907407407407,8.032407407407407,2.212111111111092,4.557120370370332,21857.5005191,8.204199999999998,1.2191999999999998,0.0,5.888888888888889,93.0,4.833333333333335,4.055555555555554,8.444444444444446,8.666666666666666,1.1317777777777682,2.9837777777777523,24140.0005896,0.0,0.0,0.0,2.006333333333316,4.527111111111073,10.999999999999998,9.277777777777779,10.333333333333334,9.777777777777779,10.277777777777779,11.333333333333334,0.0,0.0,0.0,,,
